InvoiceID,SellerID,BuyerID,TaxID,DeviceID,Payment_methodID,CancelReasonID,ErrorTypeID,InvoiceTotal_amount,subtotal_amount,tax_amount,discount_amount,invoice_Date,invoice_ModifiedDate
2205,97,921,5,32,4,2.0,4.0,25858.64,22485.77,3372.87,0.0,01-09-24,04-26-25
2206,300,1818,1,8,4,4.0,2.0,6915.98,7096.89,1064.53,1245.44,07-08-23,12-13-23
2207,169,254,3,32,3,4.0,2.0,25249.939999999999,21998.3,3299.74,48.1,06-04-24,11-03-24
2208,376,539,1,19,2,2.0,4.0,30564.95,31154.5,4673.18,5262.73,10-01-24,11-04-24
2209,234,994,3,1,4,1.0,4.0,6342.180000000000,6393.82,959.07,1010.71,06-10-24,09-15-24
2210,351,922,3,24,2,2.0,2.0,28885.78,25118.07,3767.71,0.0,06-06-24,11-21-24
2211,255,343,5,44,2,3.0,3.0,54379.64,47286.64,7093.0,0.0,06-06-24,12-11-24
2212,219,616,1,1,4,5.0,5.0,42333.870000000003,39802.76,5970.41,3439.3,06-27-23,11-06-23
2213,249,1630,4,12,3,3.0,1.0,27190.06,24232.53,3634.88,677.35,01-06-24,12-01-24
2214,325,926,5,4,5,2.0,3.0,5495.050000000000,5485.99,822.9,813.84,02-19-25,04-23-25
2215,158,1531,3,39,5,1.0,1.0,29052.599999999999,25263.13,3789.47,0.0,10-07-23,12-06-23
2216,414,34,5,48,2,3.0,5.0,1532.97,1333.02,199.95,0.0,03-22-24,02-15-25
2217,8,1623,3,48,3,3.0,5.0,9703.74,9742.1,1461.32,1499.68,06-22-24,02-20-25
2218,308,1496,1,24,2,1.0,1.0,10291.61,8949.23,1342.38,0.0,10-24-23,02-14-25
2219,115,1352,2,47,1,2.0,2.0,43763.94,41884.22,6282.63,4402.91,06-28-24,04-11-25
2220,494,217,4,38,2,2.0,2.0,13324.66,11586.66,1738.0,0.0,12-31-24,03-26-25
2221,219,743,2,43,2,2.0,4.0,4073.71,3542.36,531.35,0.0,10-17-23,11-07-24
2222,390,1365,1,7,5,1.0,3.0,9744.9,8473.83,1271.07,0.0,09-10-24,05-08-25
2223,227,798,1,27,3,2.0,4.0,29738.87,25859.89,3878.98,0.0,05-07-25,05-08-25
2224,164,244,2,10,2,1.0,3.0,12726.46,11066.49,1659.97,0.0,12-22-23,09-06-24
2225,302,60,3,32,2,2.0,2.0,16187.08,14075.72,2111.36,0.0,08-09-24,11-02-24
2226,461,1094,4,22,2,4.0,2.0,30458.770000000000,29268.22,4390.23,3199.68,12-07-24,12-07-24
2227,342,13,2,25,3,3.0,3.0,2111.61,1836.18,275.43,0.0,05-22-24,07-23-24
2228,239,1821,2,39,3,4.0,1.0,1485.42,1291.67,193.75,0.0,02-28-24,05-20-25
2229,140,758,5,38,1,3.0,4.0,25122.840000000000,23565.08,3534.76,1977.0,05-02-24,06-01-25
2230,309,214,5,49,4,1.0,5.0,43225.73,42825.29,6423.79,6023.35,11-19-24,12-06-24
2231,269,1442,5,45,3,5.0,4.0,8293.51,7211.75,1081.76,0.0,09-04-24,11-15-24
2232,388,1147,3,9,2,4.0,1.0,25546.92,22214.71,3332.21,0.0,06-04-24,03-10-25
2233,216,327,5,20,3,2.0,5.0,42903.410000000003,37307.31,5596.1,0.0,06-12-24,11-09-24
2234,455,1704,1,12,3,4.0,3.0,18183.07,17671.88,2650.78,2139.59,06-28-23,09-02-24
2235,328,1193,1,6,1,3.0,3.0,26271.74,22844.99,3426.75,0.0,06-06-24,06-18-24
2236,119,750,4,29,1,1.0,3.0,34152.370000000003,29697.71,4454.66,0.0,03-20-24,05-11-24
2237,18,20,3,22,5,2.0,1.0,26010.05,24247.83,3637.17,1874.95,09-13-23,01-13-24
2238,492,299,1,1,2,3.0,1.0,14094.150000000000,12255.78,1838.37,0.0,09-23-24,03-05-25
2239,430,140,5,19,2,,1.0,6116.530000000000,5627.0,844.05,354.52,10-06-23,08-19-24
2240,365,993,1,48,1,3.0,4.0,2701.0,2571.37,385.71,256.08,02-17-25,04-12-25
2241,11,1837,5,42,5,1.0,5.0,29156.17,25353.19,3802.98,0.0,09-13-23,11-04-23
2242,21,454,4,33,2,2.0,2.0,22094.919999999998,19212.97,2881.95,0.0,02-26-24,02-26-24
2243,155,1932,5,1,5,3.0,1.0,55933.79,48638.08,7295.71,0.0,08-14-23,03-03-24
2244,218,1943,3,23,4,4.0,2.0,1925.1800000000001,1674.07,251.11,0.0,04-07-25,05-08-25
2245,467,1793,5,26,4,5.0,1.0,9027.62,8502.49,1275.37,750.24,09-22-24,12-23-24
2246,4,1854,5,38,4,4.0,5.0,7899.650000000000,6869.26,1030.39,0.0,05-07-24,11-13-24
2247,89,612,2,15,5,2.0,2.0,25628.95,22286.04,3342.91,0.0,06-06-24,06-23-24
2248,250,997,4,21,4,2.0,2.0,28532.65,24811.0,3721.65,0.0,03-18-24,01-20-25
2249,342,216,1,24,5,4.0,1.0,24851.58,24957.43,3743.61,3849.46,03-03-25,05-10-25
2250,73,1202,4,14,3,2.0,1.0,22595.73,19648.46,2947.27,0.0,02-17-25,05-28-25
2251,400,729,5,36,3,4.0,4.0,41144.92,35778.19,5366.73,0.0,04-11-25,05-26-25
2252,94,1449,1,14,4,2.0,3.0,3681.0000000000000,3788.6,568.29,675.89,08-06-24,05-25-25
2253,466,966,1,15,1,4.0,4.0,48069.97,41799.97,6270.0,0.0,07-12-23,01-24-25
2254,397,1990,2,37,3,2.0,3.0,10215.010000000000,9383.73,1407.56,576.28,12-16-23,02-21-25
2255,451,714,5,19,2,2.0,2.0,27335.99,24688.2,3703.23,1055.44,05-07-24,03-18-25
2256,159,113,3,28,3,,4.0,18050.650000000001,15696.22,2354.43,0.0,10-11-23,09-17-24
2257,310,289,2,30,5,5.0,2.0,23844.31,20734.18,3110.13,0.0,08-02-23,12-24-23
2258,359,1442,5,46,3,3.0,2.0,42753.96,37177.36,5576.6,0.0,09-03-24,09-26-24
2259,90,1922,4,40,2,2.0,4.0,2897.31,2519.4,377.91,0.0,05-31-24,08-06-24
2260,337,1765,4,38,2,3.0,3.0,15100.81,13131.14,1969.67,0.0,02-20-24,04-22-25
2261,157,867,1,33,2,4.0,5.0,19099.26,16608.05,2491.21,0.0,10-25-23,10-25-23
2262,122,306,1,39,3,5.0,1.0,16688.9,14512.09,2176.81,0.0,08-10-24,08-10-24
2263,82,270,2,46,4,4.0,1.0,1327.78,1154.59,173.19,0.0,01-05-24,03-08-24
2264,323,1521,5,4,3,1.0,1.0,5333.17,4637.54,695.63,0.0,07-07-24,02-03-25
2265,495,1240,5,17,3,2.0,2.0,50354.18,43786.24,6567.94,0.0,11-23-24,01-30-25
2266,264,1646,4,37,2,3.0,4.0,43343.05,37689.61,5653.44,0.0,07-31-24,07-31-24
2267,99,1921,1,30,2,2.0,5.0,7008.59,6094.43,914.16,0.0,10-01-23,11-07-23
2268,221,1115,3,15,1,2.0,3.0,16426.830000000002,15696.15,2354.42,1623.74,12-28-24,12-28-24
2269,483,315,5,39,5,5.0,3.0,31581.66,32586.93,4888.04,5893.31,04-05-24,04-05-24
2270,489,326,5,25,2,3.0,,47242.760000000002,45307.97,6796.2,4861.41,06-14-25,06-18-25
2271,222,1332,1,39,5,2.0,4.0,24573.64,25751.32,3862.7,5040.38,05-21-25,06-06-25
2272,162,1241,1,21,5,5.0,4.0,12063.4,10489.91,1573.49,0.0,11-04-23,06-09-24
2273,259,1416,5,30,1,2.0,1.0,15747.35,13693.35,2054.0,0.0,04-18-25,05-14-25
2274,224,8,1,45,3,5.0,4.0,387.9200000000000,339.41,50.91,2.4,03-29-25,04-05-25
2275,351,1420,1,17,3,1.0,5.0,8676.36,7544.66,1131.7,0.0,05-23-24,03-07-25
2276,239,349,5,6,4,4.0,2.0,16515.21,14361.05,2154.16,0.0,09-08-24,04-10-25
2277,207,1870,1,15,4,3.0,4.0,19418.18,16885.37,2532.81,0.0,02-16-24,04-08-24
2278,495,46,2,9,4,3.0,1.0,56104.37,48786.41,7317.96,0.0,07-08-23,09-02-23
2279,242,1496,1,6,4,1.0,3.0,22843.84,19864.21,2979.63,0.0,11-13-23,12-20-24
2280,98,640,5,12,3,4.0,1.0,47772.19,46023.84,6903.58,5155.23,05-16-25,06-03-25
2281,318,332,4,48,1,2.0,5.0,17763.62,15446.63,2316.99,0.0,08-10-23,09-10-24
2282,437,42,2,48,2,5.0,1.0,54855.26,47700.23,7155.03,0.0,04-06-25,06-04-25
2283,328,377,5,27,2,5.0,3.0,28406.29,24701.12,3705.17,0.0,12-02-23,11-29-24
2284,141,332,1,49,5,2.0,5.0,55864.370000000003,48577.71,7286.66,0.0,08-04-24,08-07-24
2285,1,32,4,19,4,5.0,1.0,35205.71,30613.66,4592.05,0.0,02-22-25,04-09-25
2286,424,160,4,24,4,3.0,1.0,5251.14,4566.21,684.93,0.0,07-28-23,12-12-24
2287,231,1128,1,18,4,1.0,3.0,16944.9,14734.7,2210.2,0.0,03-10-25,05-22-25
2288,390,1010,1,30,4,5.0,3.0,28287.42,24597.76,3689.66,0.0,04-27-25,04-27-25
2289,375,530,1,47,1,2.0,5.0,30291.790000000001,26340.69,3951.1,0.0,09-20-24,12-03-24
2290,379,171,5,28,5,5.0,4.0,3485.6599999999999,3031.01,454.65,0.0,09-01-23,08-23-24
2291,457,1248,4,23,1,1.0,1.0,20880.75,18332.53,2749.88,201.66,02-27-25,03-18-25
2292,105,237,5,43,2,4.0,3.0,14648.15,12910.33,1936.55,198.73,02-05-25,03-15-25
2293,378,555,5,40,2,4.0,1.0,26034.22,26992.74,4048.91,5007.43,02-03-25,02-24-25
2294,198,1458,1,32,1,5.0,4.0,13947.11,12127.92,1819.19,0.0,09-13-23,09-13-23
2295,253,1553,1,4,2,4.0,4.0,25072.490000000002,24847.94,3727.19,3502.64,12-24-24,03-11-25
2296,368,891,5,38,1,2.0,2.0,4706.3,4594.17,689.13,577.0,01-12-24,08-11-24
2297,108,495,3,46,2,4.0,5.0,48262.22,41967.15,6295.07,0.0,05-14-25,06-04-25
2298,318,1125,2,33,4,5.0,2.0,4321.85,3758.13,563.72,0.0,08-21-24,12-21-24
2299,490,799,5,34,5,4.0,2.0,23129.840000000000,23443.67,3516.55,3830.38,10-30-24,02-17-25
2300,331,649,1,9,4,5.0,3.0,9094.290000000001,9119.82,1367.97,1393.5,11-21-24,01-24-25
2301,459,123,1,32,4,3.0,2.0,35465.15,30839.26,4625.89,0.0,06-10-24,01-23-25
2302,435,1194,1,47,2,3.0,,35269.07,30668.76,4600.31,0.0,12-25-23,01-18-24
2303,249,275,4,3,1,3.0,4.0,40584.78,35291.11,5293.67,0.0,02-14-25,02-27-25
2304,356,1176,2,36,2,3.0,4.0,44520.39,38713.38,5807.01,0.0,05-11-24,05-21-25
2305,310,1618,2,19,1,5.0,4.0,23890.88,20774.68,3116.2,0.0,03-16-25,04-17-25
2306,470,1243,1,16,5,1.0,1.0,41032.67,35680.58,5352.09,0.0,06-25-23,09-09-23
2307,302,1653,5,39,5,4.0,1.0,30490.29,26513.3,3976.99,0.0,05-13-25,05-22-25
2308,329,944,1,24,3,2.0,4.0,31129.61,27069.23,4060.38,0.0,05-20-24,08-14-24
2309,136,1778,3,30,5,4.0,,51182.69,44506.69,6676.0,0.0,11-09-23,02-13-24
2310,200,691,1,18,2,1.0,2.0,34821.480000000003,30279.55,4541.93,0.0,08-23-24,03-23-25
2311,361,561,4,40,5,2.0,2.0,31107.42,27049.93,4057.49,0.0,04-27-25,05-15-25
2312,241,706,2,7,4,5.0,3.0,15974.65,13891.0,2083.65,0.0,10-21-24,03-06-25
2313,14,1037,5,22,1,1.0,3.0,33070.29,28756.77,4313.52,0.0,03-17-25,04-30-25
2314,441,962,5,37,4,3.0,4.0,17538.02,15250.45,2287.57,0.0,03-21-24,08-12-24
2315,92,300,1,4,5,1.0,5.0,47595.66,49113.61,7367.04,8884.99,10-24-23,04-13-24
2316,76,979,2,10,2,,5.0,47250.8,47466.15,7119.92,7335.27,12-20-24,05-19-25
2317,378,1407,4,46,5,4.0,4.0,44655.85,38831.17,5824.68,0.0,04-11-24,12-14-24
2318,374,277,5,22,5,2.0,4.0,8993.16,7820.14,1173.02,0.0,07-17-23,09-14-24
2319,273,1803,2,42,4,3.0,4.0,15171.549999999999,14833.0,2224.95,1886.4,04-12-24,04-16-24
2320,438,1051,2,8,3,,4.0,47812.449999999997,43355.83,6503.37,2046.75,05-10-25,06-02-25
2321,252,146,5,29,5,4.0,3.0,49763.67,43272.76,6490.91,0.0,09-29-23,09-02-24
2322,144,619,5,5,1,1.0,,25633.590000000000,22290.08,3343.51,0.0,12-03-23,08-07-24
2323,188,435,1,28,1,3.0,4.0,38940.63,33861.42,5079.21,0.0,05-13-25,05-13-25
2324,410,718,5,16,5,4.0,5.0,38629.89,33591.21,5038.68,0.0,01-27-25,04-21-25
2325,332,352,1,22,1,4.0,3.0,2861.3600000000001,2709.77,406.47,254.88,10-26-23,10-14-24
2326,393,119,4,29,2,1.0,4.0,10456.5,9092.61,1363.89,0.0,10-30-23,07-05-24
2327,310,485,2,2,3,2.0,4.0,17251.63,15001.42,2250.21,0.0,08-16-24,08-20-24
2328,365,1712,1,29,1,1.0,2.0,3689.14,3207.95,481.19,0.0,11-26-24,05-17-25
2329,101,1880,2,30,4,2.0,1.0,18013.39,15663.82,2349.57,0.0,06-14-25,06-15-25
2330,38,72,1,42,5,1.0,2.0,430.44,395.7,59.35,24.61,05-11-24,04-20-25
2331,103,1903,5,13,5,5.0,4.0,50504.57,43917.02,6587.55,0.0,05-06-24,08-14-24
2332,401,1140,3,31,4,1.0,4.0,14018.01,12189.57,1828.44,0.0,06-16-24,12-23-24
2333,272,776,5,40,5,3.0,1.0,13058.99,11355.64,1703.35,0.0,08-28-23,08-14-24
2334,334,1967,3,39,2,3.0,4.0,42753.660000000003,37177.1,5576.56,0.0,09-03-23,03-02-24
2335,212,1474,2,7,5,2.0,3.0,55185.23,47987.16,7198.07,0.0,03-28-24,06-16-25
2336,19,1593,3,26,1,4.0,2.0,52562.16,45706.23,6855.93,0.0,12-16-24,04-23-25
2337,318,1561,4,29,5,4.0,4.0,12579.57,10938.76,1640.81,0.0,09-19-24,01-04-25
2338,316,1247,4,12,4,3.0,2.0,45937.6,39945.74,5991.86,0.0,04-21-24,12-05-24
2339,436,734,4,28,4,2.0,1.0,30040.07,26503.22,3975.48,438.63,12-31-23,06-08-25
2340,294,1409,4,44,4,4.0,5.0,42575.5,37022.17,5553.33,0.0,07-30-23,09-29-24
2341,402,1898,2,44,2,5.0,5.0,15312.73,13315.42,1997.31,0.0,07-02-24,04-17-25
2342,181,1363,4,44,3,1.0,2.0,26775.21,23282.79,3492.42,0.0,01-26-25,03-18-25
2343,357,1972,4,32,4,4.0,1.0,7627.040000000000,7234.98,1085.25,693.19,01-28-25,05-27-25
2344,397,261,5,5,4,3.0,1.0,30088.5,26163.91,3924.59,0.0,06-04-25,06-21-25
2345,345,326,1,32,1,4.0,5.0,26789.37,23922.61,3588.39,721.63,05-07-25,06-13-25
2346,62,1666,1,18,5,5.0,5.0,17105.020000000000,16726.69,2509.0,2130.67,04-08-25,05-01-25
2347,20,1665,5,21,4,3.0,1.0,50823.38,44194.24,6629.14,0.0,09-09-23,12-03-24
2348,24,766,3,10,2,1.0,3.0,31901.419999999998,29973.92,4496.09,2568.59,12-01-23,12-01-23
2349,156,74,4,41,3,4.0,1.0,14443.45,12559.52,1883.93,0.0,05-24-24,09-22-24
2350,31,1277,2,32,2,2.0,5.0,27768.049999999999,24146.13,3621.92,0.0,10-12-23,02-13-24
2351,45,350,5,2,4,2.0,2.0,27453.48,24464.17,3669.63,680.32,03-25-25,05-06-25
2352,3,687,5,7,5,4.0,3.0,35680.510000000002,31026.53,4653.98,0.0,05-25-24,04-26-25
2353,79,1545,4,17,2,4.0,2.0,29657.66,25789.27,3868.39,0.0,07-29-24,04-20-25
2354,441,272,1,5,1,2.0,2.0,45515.31,41221.74,6183.26,1889.69,11-25-24,04-17-25
2355,268,710,4,34,1,2.0,3.0,50056.58,43527.46,6529.12,0.0,11-23-23,11-04-24
2356,49,598,4,23,3,5.0,1.0,20619.91,17930.36,2689.55,0.0,03-05-24,04-15-25
2357,64,378,5,13,1,4.0,4.0,15514.1,16224.82,2433.72,3144.44,11-26-24,01-27-25
2358,417,1258,3,41,1,2.0,5.0,6633.92,5768.63,865.29,0.0,06-22-23,02-28-25
2359,310,576,5,11,5,4.0,1.0,43543.11,37863.57,5679.54,0.0,12-04-23,10-05-24
2360,44,227,2,29,2,,2.0,7844.66,6821.44,1023.22,0.0,08-04-23,08-04-23
2361,16,849,4,25,3,3.0,4.0,7736.220000000000,8125.03,1218.75,1607.56,12-19-23,12-31-23
2362,1,639,1,34,1,5.0,1.0,16534.86,14378.14,2156.72,0.0,04-24-24,05-15-24
2363,498,1435,5,31,5,,3.0,34305.010000000002,29830.44,4474.57,0.0,05-31-25,06-16-25
2364,1,1269,2,37,3,3.0,5.0,2673.73,2649.29,397.39,372.95,01-16-25,06-03-25
2365,362,1590,4,8,3,4.0,4.0,31678.8,27546.78,4132.02,0.0,07-10-24,04-24-25
2366,90,1616,4,38,3,,1.0,28001.64,24349.25,3652.39,0.0,04-13-25,05-27-25
2367,415,372,4,31,1,2.0,1.0,44661.870000000003,39258.34,5888.75,485.22,03-24-24,06-18-24
2368,134,1987,2,26,4,4.0,3.0,7836.64,7233.11,1084.97,481.44,04-14-24,10-20-24
2369,88,692,2,13,4,3.0,2.0,22438.94,19512.12,2926.82,0.0,05-30-25,06-14-25
2370,410,1566,1,21,2,4.0,5.0,40748.27,35433.28,5314.99,0.0,07-11-24,07-11-24
2371,221,1271,3,26,3,5.0,2.0,44285.03,42241.46,6336.22,4292.65,04-05-24,08-14-24
2372,474,267,1,27,2,4.0,1.0,15636.99,13597.38,2039.61,0.0,10-10-23,04-09-25
2373,329,748,2,14,1,5.0,1.0,20688.759999999998,20823.06,3123.46,3257.76,03-09-24,03-03-25
2374,114,1061,3,48,3,4.0,2.0,34757.81,30224.18,4533.63,0.0,01-21-25,03-13-25
2375,46,609,5,39,3,,2.0,49824.720000000001,43325.84,6498.88,0.0,06-08-25,06-08-25
2376,282,1962,1,28,3,5.0,3.0,29566.36,25709.88,3856.48,0.0,05-26-25,06-10-25
2377,424,93,2,12,5,,3.0,18466.25,16392.25,2458.84,384.84,02-27-25,03-18-25
2378,327,1408,1,28,4,3.0,2.0,3699.45,3315.96,497.39,113.9,08-21-23,02-23-25
2379,191,1698,4,29,1,1.0,3.0,33120.56,28800.49,4320.07,0.0,06-11-24,06-21-25
2380,249,859,2,26,5,3.0,1.0,33562.769999999997,29185.02,4377.75,0.0,07-14-23,08-15-23
2381,181,53,3,41,4,5.0,4.0,11360.19,9878.43,1481.76,0.0,01-22-24,10-26-24
2382,194,717,1,9,5,2.0,1.0,19409.71,16878.01,2531.7,0.0,01-31-25,02-23-25
2383,334,1391,2,40,4,2.0,3.0,12184.41,11563.19,1734.48,1113.26,09-04-24,04-20-25
2384,66,1835,5,11,1,,2.0,47510.8,49498.35,7424.75,9412.3,04-29-25,04-29-25
2385,117,598,3,9,1,4.0,4.0,28991.299999999999,25209.83,3781.47,0.0,07-18-23,11-22-24
2386,392,818,4,35,1,3.0,1.0,18780.72,19713.66,2957.05,3889.99,09-19-24,09-19-24
2387,11,1764,3,33,4,1.0,1.0,24760.7,22438.7,3365.8,1043.8,09-28-24,03-12-25
2388,405,614,1,16,5,4.0,4.0,35850.84,31174.64,4676.2,0.0,12-13-24,05-24-25
2389,421,1365,3,10,5,5.0,2.0,32612.630000000001,29944.17,4491.63,1823.17,06-12-25,06-12-25
2390,93,81,4,5,3,2.0,4.0,48578.76,42242.4,6336.36,0.0,10-31-24,02-01-25
2391,375,890,5,8,2,3.0,1.0,12759.21,11361.64,1704.25,306.68,08-11-23,11-23-23
2392,131,322,2,40,1,2.0,3.0,6641.130000000000,5774.9,866.23,0.0,10-15-24,06-16-25
2393,56,1842,4,36,1,5.0,2.0,24346.72,21171.06,3175.66,0.0,03-17-25,03-17-25
2394,476,1819,2,17,2,1.0,3.0,426.70999999999998,371.05,55.66,0.0,02-23-25,05-20-25
2395,485,109,3,23,3,1.0,2.0,48744.04,42386.12,6357.92,0.0,08-31-23,06-11-24
2396,423,939,1,23,5,,5.0,22862.33,22035.24,3305.29,2478.2,07-12-24,06-09-25
2397,393,1056,1,4,4,2.0,2.0,39956.65,34744.91,5211.74,0.0,02-11-25,05-19-25
2398,498,7,3,17,2,1.0,4.0,6712.56,5847.84,877.18,12.46,12-01-24,12-04-24
2399,100,7,4,44,2,,1.0,56181.56,48853.53,7328.03,0.0,03-25-25,04-01-25
2400,229,1034,3,33,2,2.0,1.0,8191.700000000000,7123.22,1068.48,0.0,08-27-24,12-05-24
2401,99,29,2,16,3,4.0,4.0,50498.010000000002,43911.31,6586.7,0.0,08-01-23,06-27-24
2402,142,787,5,22,3,1.0,2.0,20079.500000000000,19024.6,2853.69,1798.79,12-15-24,01-13-25
2403,416,1555,3,37,5,3.0,3.0,53615.38,49752.14,7462.82,3599.58,07-07-23,11-06-23
2404,276,1436,3,19,2,3.0,5.0,8069.79,7017.21,1052.58,0.0,12-25-24,12-25-24
2405,443,1342,3,9,2,2.0,4.0,33418.15,30049.42,4507.41,1138.68,01-18-24,08-19-24
2406,466,711,4,15,4,4.0,3.0,11566.7,10058.0,1508.7,0.0,06-29-24,12-21-24
2407,244,1309,5,2,5,4.0,3.0,2399.2800000000002,2086.33,312.95,0.0,08-08-24,08-20-24
2408,156,640,2,38,3,5.0,5.0,24401.06,21218.31,3182.75,0.0,06-11-24,07-07-24
2409,331,1753,2,5,5,1.0,1.0,18582.18,16158.42,2423.76,0.0,04-22-25,04-22-25
2410,341,16,2,45,4,1.0,1.0,43916.19,42527.14,6379.07,4990.02,12-09-23,03-18-25
2411,47,1932,2,1,4,1.0,1.0,36361.36,31618.57,4742.79,0.0,03-20-24,10-22-24
2412,417,565,1,1,1,5.0,5.0,33370.79,29018.08,4352.71,0.0,11-13-24,05-05-25
2413,260,808,4,17,5,2.0,3.0,49122.39,46556.06,6983.41,4417.08,12-29-23,12-29-23
2414,200,1036,3,25,4,4.0,4.0,8327.549999999999,7241.35,1086.2,0.0,03-27-24,06-19-24
2415,437,1907,2,41,5,4.0,1.0,25586.25,22248.91,3337.34,0.0,05-27-25,05-27-25
2416,85,1677,2,41,5,4.0,2.0,1253.0999999999999,1089.65,163.45,0.0,03-13-24,07-04-24
2417,17,611,5,32,3,1.0,5.0,27101.68,23566.68,3535.0,0.0,08-16-23,01-08-25
2418,77,1844,3,13,5,2.0,1.0,22345.42,19430.8,2914.62,0.0,07-08-23,09-12-24
2419,313,421,2,18,3,5.0,3.0,16532.27,14375.89,2156.38,0.0,05-09-24,05-30-25
2420,147,1176,5,3,2,2.0,1.0,18567.380000000001,16145.55,2421.83,0.0,03-13-24,11-14-24
2421,153,1197,4,3,3,1.0,1.0,42782.5,37202.17,5580.33,0.0,02-14-25,05-11-25
2422,152,1190,1,11,5,5.0,2.0,36154.739999999998,31438.9,4715.84,0.0,05-20-24,04-27-25
2423,447,642,2,39,1,4.0,5.0,19474.03,16933.94,2540.09,0.0,02-20-25,05-16-25
2424,301,899,5,32,1,5.0,1.0,3435.75,2987.61,448.14,0.0,12-03-23,04-24-25
2425,108,460,1,2,4,1.0,1.0,28070.380000000001,24409.03,3661.35,0.0,07-06-23,10-26-24
2426,97,1259,1,35,5,1.0,3.0,21355.110000000001,21726.87,3259.03,3630.79,07-21-24,07-21-24
2427,468,771,3,27,5,4.0,5.0,44352.03,44613.21,6691.98,6953.16,10-26-24,10-30-24
2428,81,1731,1,7,4,5.0,4.0,48322.39,42019.47,6302.92,0.0,02-11-24,04-24-25
2429,353,499,2,18,5,4.0,5.0,804.3400000000000,699.43,104.91,0.0,03-13-24,03-13-24
2430,493,1230,5,17,3,3.0,2.0,57012.53,49576.11,7436.42,0.0,06-17-25,06-21-25
2431,108,1133,2,16,4,1.0,1.0,32412.919999999998,28185.15,4227.77,0.0,06-15-25,06-21-25
2432,12,50,3,34,3,3.0,4.0,15298.160000000000,14790.09,2218.51,1710.44,10-07-23,08-20-24
2433,334,1475,3,16,2,2.0,4.0,40365.55,35100.48,5265.07,0.0,11-05-23,03-03-24
2434,89,995,1,10,4,5.0,3.0,17629.450000000001,15329.96,2299.49,0.0,12-02-23,05-07-24
2435,245,1307,1,38,1,1.0,2.0,46369.62,40321.41,6048.21,0.0,04-11-25,05-04-25
2436,399,795,4,20,1,1.0,,18432.97,16028.67,2404.3,0.0,08-08-23,06-21-25
2437,120,423,4,17,4,5.0,2.0,16655.32,17243.1,2586.46,3174.24,06-26-24,11-09-24
2438,84,1649,5,31,3,4.0,5.0,2838.0799999999999,2811.26,421.69,394.87,11-08-24,12-27-24
2439,291,571,4,33,2,5.0,4.0,12881.71,11201.49,1680.22,0.0,12-06-23,03-29-25
2440,336,783,2,50,2,3.0,2.0,49604.31,43134.18,6470.13,0.0,08-27-23,11-02-23
2441,23,1520,5,46,4,1.0,3.0,44978.04,47243.76,7086.56,9352.28,07-07-24,07-31-24
2442,26,912,2,41,5,4.0,5.0,45264.43,47548.61,7132.29,9416.47,01-06-24,09-06-24
2443,205,1351,1,3,5,3.0,2.0,25049.95,22562.97,3384.45,897.47,10-24-23,02-07-24
2444,9,1367,3,49,2,1.0,1.0,31444.5,27343.04,4101.46,0.0,05-31-25,06-10-25
2445,248,1463,5,20,2,5.0,4.0,26366.18,22927.11,3439.07,0.0,01-18-24,09-19-24
2446,265,1356,4,14,4,3.0,3.0,34844.57,30299.63,4544.94,0.0,01-21-24,03-26-25
2447,387,1432,1,50,2,1.0,3.0,48048.39,41781.21,6267.18,0.0,07-19-24,02-11-25
2448,273,363,2,32,5,4.0,5.0,26863.13,23359.24,3503.89,0.0,02-20-24,01-22-25
2449,373,936,3,18,2,2.0,3.0,13202.41,11480.36,1722.05,0.0,10-31-23,09-11-24
2450,94,412,4,15,3,3.0,5.0,45443.760000000002,39516.31,5927.45,0.0,06-15-24,04-24-25
2451,257,1515,5,50,4,2.0,1.0,42199.480000000003,36695.2,5504.28,0.0,02-23-25,06-05-25
2452,326,935,4,47,4,5.0,4.0,34350.7,29870.17,4480.53,0.0,07-14-24,09-15-24
2453,232,1424,1,35,1,5.0,2.0,48092.50000000000,42372.53,6355.88,635.91,10-08-23,03-04-25
2454,424,573,3,3,5,3.0,4.0,42090.49,40690.18,6103.53,4703.22,11-27-24,03-10-25
2455,282,1202,1,50,3,1.0,2.0,16880.86,14679.01,2201.85,0.0,05-31-24,03-16-25
2456,1,1696,1,39,5,1.0,1.0,32304.64,28090.99,4213.65,0.0,10-02-23,10-02-23
2457,390,1276,5,13,4,1.0,4.0,40463.96000000000,35411.1,5311.66,258.8,10-20-23,02-07-25
2458,231,1781,5,49,3,5.0,3.0,40731.86,35419.01,5312.85,0.0,02-23-25,06-10-25
2459,372,1075,4,15,3,4.0,1.0,27048.000000000000,24391.83,3658.77,1002.6,07-07-24,05-04-25
2460,370,1006,2,28,1,,3.0,16137.1,14032.26,2104.84,0.0,04-21-24,04-21-24
2461,450,1552,5,50,3,3.0,2.0,21028.79,18285.9,2742.89,0.0,06-04-24,02-26-25
2462,320,1137,1,19,1,2.0,5.0,16559.44,14399.51,2159.93,0.0,08-25-23,01-12-24
2463,5,1779,1,44,3,3.0,5.0,46921.28,40801.11,6120.17,0.0,06-30-24,11-04-24
2464,423,518,3,28,1,2.0,1.0,54203.089999999997,47133.12,7069.97,0.0,08-05-23,10-06-24
2465,482,755,1,2,3,3.0,2.0,12569.91,12661.23,1899.18,1990.5,09-13-24,02-19-25
